"TIME","GEO","INDIC_ED","Value"
"2009","United Kingdom","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","8.51"
"2009","United Kingdom","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","3.10"
"2009","United Kingdom","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","1.86"
"2009","United Kingdom","Total public expenditure on education as % of gross national income, for all levels of education combined","5.53"
"2009","Iceland","Total public expenditure on education as % of GDP, for all levels of education combined","7.81"
"2009","Iceland","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","2.55"
"2009","Iceland","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.50"
"2009","Iceland","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.59"
"2009","Iceland","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","1.17"
"2009","Iceland","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","7.34"
"2009","Iceland","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.47"
"2009","Iceland","Total public expenditure on education as % of total public expenditure, for all levels of education combined","15.32"
"2009","Iceland","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","14.40"
"2009","Iceland","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.92"
"2009","Iceland","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.74"
"2009","Iceland","Total public expenditure on education as % of gross national income, for all levels of education combined","9.70"
"2009","Liechtenstein","Total public expenditure on education as % of GDP, for all levels of education combined","2.90"
"2009","Liechtenstein","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.23"
"2009","Liechtenstein","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","1.30"
"2009","Liechtenstein","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)",":"
"2009","Liechtenstein","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.37"
"2009","Liechtenstein","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","2.72"
"2009","Liechtenstein","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.18"
"2009","Liechtenstein","Total public expenditure on education as % of total public expenditure, for all levels of education combined",":"
"2009","Liechtenstein","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined",":"
"2009","Liechtenstein","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined",":"
"2009","Liechtenstein","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined",":"
"2009","Liechtenstein","Total public expenditure on education as % of gross national income, for all levels of education combined",":"
"2009","Norway","Total public expenditure on education as % of GDP, for all levels of education combined","7.24"
"2009","Norway","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.89"
"2009","Norway","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.54"
"2009","Norway","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","2.20"
"2009","Norway","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.61"
"2009","Norway","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","6.04"
"2009","Norway","Public subsidies to the private sector as % of GDP, for all levels of education combined","1.20"
"2009","Norway","Total public expenditure on education as % of total public expenditure, for all levels of education combined","15.67"
"2009","Norway","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","13.06"
"2009","Norway","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","2.61"
"2009","Norway","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.11"
"2009","Norway","Total public expenditure on education as % of gross national income, for all levels of education combined","7.20"
"2009","Switzerland","Total public expenditure on education as % of GDP, for all levels of education combined","5.36"
"2009","Switzerland","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.50"
"2009","Switzerland","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.22"
"2009","Switzerland","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.35"
"2009","Switzerland","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.29"
"2009","Switzerland","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","5.19"
"2009","Switzerland","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.17"
"2009","Switzerland","Total public expenditure on education as % of total public expenditure, for all levels of education combined","15.69"
"2009","Switzerland","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","15.19"
"2009","Switzerland","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.50"
"2009","Switzerland","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.58"
"2009","Switzerland","Total public expenditure on education as % of gross national income, for all levels of education combined","5.24"
"2009","Former Yugoslav Republic of Macedonia, the","Total public expenditure on education as % of GDP, for all levels of education combined",":"
"2009","Former Yugoslav Republic of Macedonia, the","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)",":"
"2009","Former Yugoslav Republic of Macedonia, the","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)",":"
"2009","Former Yugoslav Republic of Macedonia, the","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)",":"
"2009","Former Yugoslav Republic of Macedonia, the","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level",":"
"2009","Former Yugoslav Republic of Macedonia, the","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined",":"
"2009","Former Yugoslav Republic of Macedonia, the","Public subsidies to the private sector as % of GDP, for all levels of education combined",":"
"2009","Former Yugoslav Republic of Macedonia, the","Total public expenditure on education as % of total public expenditure, for all levels of education combined",":"
"2009","Former Yugoslav Republic of Macedonia, the","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined",":"
"2009","Former Yugoslav Republic of Macedonia, the","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined",":"
"2009","Former Yugoslav Republic of Macedonia, the","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined",":"
"2009","Former Yugoslav Republic of Macedonia, the","Total public expenditure on education as % of gross national income, for all levels of education combined",":"
"2009","Turkey","Total public expenditure on education as % of GDP, for all levels of education combined",":"
"2009","Turkey","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)",":"
"2009","Turkey","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)",":"
"2009","Turkey","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)",":"
"2009","Turkey","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level",":"
"2009","Turkey","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined",":"
"2009","Turkey","Public subsidies to the private sector as % of GDP, for all levels of education combined",":"
"2009","Turkey","Total public expenditure on education as % of total public expenditure, for all levels of education combined",":"
"2009","Turkey","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined",":"
"2009","Turkey","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined",":"
"2009","Turkey","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined",":"
"2009","Turkey","Total public expenditure on education as % of gross national income, for all levels of education combined",":"
"2009","Albania","Total public expenditure on education as % of GDP, for all levels of education combined",":"
"2009","Albania","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)",":"
"2009","Albania","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)",":"
"2009","Albania","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)",":"
"2009","Albania","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level",":"
"2009","Albania","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined",":"
"2009","Albania","Public subsidies to the private sector as % of GDP, for all levels of education combined",":"
"2009","Albania","Total public expenditure on education as % of total public expenditure, for all levels of education combined",":"
"2009","Albania","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined",":"
"2009","Albania","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined",":"
"2009","Albania","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined",":"
"2009","Albania","Total public expenditure on education as % of gross national income, for all levels of education combined",":"
"2009","United States","Total public expenditure on education as % of GDP, for all levels of education combined","5.47"
"2009","United States","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.83"
"2009","United States","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.06"
"2009","United States","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.24"
"2009","United States","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.34"
"2009","United States","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","5.23"
"2009","United States","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.24"
"2009","United States","Total public expenditure on education as % of total public expenditure, for all levels of education combined",":"
"2009","United States","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined",":"
"2009","United States","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined",":"
"2009","United States","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","2.03"
"2009","United States","Total public expenditure on education as % of gross national income, for all levels of education combined","5.58"
"2009","Japan","Total public expenditure on education as % of GDP, for all levels of education combined","3.61"
"2009","Japan","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.26"
"2009","Japan","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","1.33"
"2009","Japan","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","0.72"
"2009","Japan","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.30"
"2009","Japan","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","3.41"
"2009","Japan","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.20"
"2009","Japan","Total public expenditure on education as % of total public expenditure, for all levels of education combined",":"
"2009","Japan","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined",":"
"2009","Japan","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined",":"
"2009","Japan","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","1.60"
"2009","Japan","Total public expenditure on education as % of gross national income, for all levels of education combined","3.49"
"2010","European Union (27 countries)","Total public expenditure on education as % of GDP, for all levels of education combined","5.44"
"2010","European Union (27 countries)","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.24"
"2010","European Union (27 countries)","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.39"
"2010","European Union (27 countries)","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.26"
"2010","European Union (27 countries)","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.55"
"2010","European Union (27 countries)","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.85"
"2010","European Union (27 countries)","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.59"
"2010","European Union (27 countries)","Total public expenditure on education as % of total public expenditure, for all levels of education combined","10.86"
"2010","European Union (27 countries)","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","9.68"
"2010","European Union (27 countries)","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","1.17"
"2010","European Union (27 countries)","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.82"
"2010","European Union (27 countries)","Total public expenditure on education as % of gross national income, for all levels of education combined","5.44"
"2010","European Union (25 countries)","Total public expenditure on education as % of GDP, for all levels of education combined","5.48"
"2010","European Union (25 countries)","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.26"
"2010","European Union (25 countries)","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.42"
"2010","European Union (25 countries)","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.27"
"2010","European Union (25 countries)","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.54"
"2010","European Union (25 countries)","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.98"
"2010","European Union (25 countries)","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.60"
"2010","European Union (25 countries)","Total public expenditure on education as % of total public expenditure, for all levels of education combined","10.88"
"2010","European Union (25 countries)","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","9.77"
"2010","European Union (25 countries)","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","1.18"
"2010","European Union (25 countries)","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.85"
"2010","European Union (25 countries)","Total public expenditure on education as % of gross national income, for all levels of education combined","5.48"
"2010","Euro area (15 countries)","Total public expenditure on education as % of GDP, for all levels of education combined","5.30"
"2010","Euro area (15 countries)","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.11"
"2010","Euro area (15 countries)","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.35"
"2010","Euro area (15 countries)","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.29"
"2010","Euro area (15 countries)","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.55"
"2010","Euro area (15 countries)","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","5.07"
"2010","Euro area (15 countries)","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.32"
"2010","Euro area (15 countries)","Total public expenditure on education as % of total public expenditure, for all levels of education combined","10.45"
"2010","Euro area (15 countries)","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","9.77"
"2010","Euro area (15 countries)","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.62"
"2010","Euro area (15 countries)","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.61"
"2010","Euro area (15 countries)","Total public expenditure on education as % of gross national income, for all levels of education combined","5.29"
"2010","Euro area (13 countries)","Total public expenditure on education as % of GDP, for all levels of education combined","5.29"
"2010","Euro area (13 countries)","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.11"
"2010","Euro area (13 countries)","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.35"
"2010","Euro area (13 countries)","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.29"
"2010","Euro area (13 countries)","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.55"
"2010","Euro area (13 countries)","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","5.06"
"2010","Euro area (13 countries)","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.32"
"2010","Euro area (13 countries)","Total public expenditure on education as % of total public expenditure, for all levels of education combined","10.43"
"2010","Euro area (13 countries)","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","9.75"
"2010","Euro area (13 countries)","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.61"
"2010","Euro area (13 countries)","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.61"
"2010","Euro area (13 countries)","Total public expenditure on education as % of gross national income, for all levels of education combined","5.28"
"2010","Belgium","Total public expenditure on education as % of GDP, for all levels of education combined","6.57"
"2010","Belgium","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.54"
"2010","Belgium","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.79"
"2010","Belgium","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.46"
"2010","Belgium","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.78"
"2010","Belgium","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","6.25"
"2010","Belgium","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.32"
"2010","Belgium","Total public expenditure on education as % of total public expenditure, for all levels of education combined","12.51"
"2010","Belgium","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","11.90"
"2010","Belgium","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.61"
"2010","Belgium","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.34"
"2010","Belgium","Total public expenditure on education as % of gross national income, for all levels of education combined","6.44"
"2010","Bulgaria","Total public expenditure on education as % of GDP, for all levels of education combined","4.10"
"2010","Bulgaria","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","0.80"
"2010","Bulgaria","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","1.76"
"2010","Bulgaria","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","0.61"
"2010","Bulgaria","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.92"
"2010","Bulgaria","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","3.35"
"2010","Bulgaria","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.74"
"2010","Bulgaria","Total public expenditure on education as % of total public expenditure, for all levels of education combined","10.95"
"2010","Bulgaria","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","8.96"
"2010","Bulgaria","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","1.99"
"2010","Bulgaria","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.63"
"2010","Bulgaria","Total public expenditure on education as % of gross national income, for all levels of education combined","4.18"
"2010","Czech Republic","Total public expenditure on education as % of GDP, for all levels of education combined","4.25"
"2010","Czech Republic","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","0.69"
"2010","Czech Republic","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","1.98"
"2010","Czech Republic","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","0.96"
"2010","Czech Republic","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.63"
"2010","Czech Republic","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.11"
"2010","Czech Republic","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.14"
"2010","Czech Republic","Total public expenditure on education as % of total public expenditure, for all levels of education combined","9.71"
"2010","Czech Republic","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","9.39"
"2010","Czech Republic","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.32"
"2010","Czech Republic","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.57"
"2010","Czech Republic","Total public expenditure on education as % of gross national income, for all levels of education combined","4.59"
"2010","Denmark","Total public expenditure on education as % of GDP, for all levels of education combined","8.80"
"2010","Denmark","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","2.08"
"2010","Denmark","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","3.04"
"2010","Denmark","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","2.41"
"2010","Denmark","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","1.27"
"2010","Denmark","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","7.51"
"2010","Denmark","Public subsidies to the private sector as % of GDP, for all levels of education combined","1.29"
"2010","Denmark","Total public expenditure on education as % of total public expenditure, for all levels of education combined","15.26"
"2010","Denmark","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","13.02"
"2010","Denmark","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","2.24"
"2010","Denmark","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.44"
"2010","Denmark","Total public expenditure on education as % of gross national income, for all levels of education combined","8.60"
"2010","Germany (until 1990 former territory of the FRG)","Total public expenditure on education as % of GDP, for all levels of education combined","5.08"
"2010","Germany (until 1990 former territory of the FRG)","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","0.68"
"2010","Germany (until 1990 former territory of the FRG)","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.46"
"2010","Germany (until 1990 former territory of the FRG)","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.38"
"2010","Germany (until 1990 former territory of the FRG)","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.55"
"2010","Germany (until 1990 former territory of the FRG)","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.51"
"2010","Germany (until 1990 former territory of the FRG)","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.57"
"2010","Germany (until 1990 former territory of the FRG)","Total public expenditure on education as % of total public expenditure, for all levels of education combined","10.64"
"2010","Germany (until 1990 former territory of the FRG)","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","9.44"
"2010","Germany (until 1990 former territory of the FRG)","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","1.20"
"2010","Germany (until 1990 former territory of the FRG)","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.74"
"2010","Germany (until 1990 former territory of the FRG)","Total public expenditure on education as % of gross national income, for all levels of education combined","4.98"
"2010","Estonia","Total public expenditure on education as % of GDP, for all levels of education combined","5.68"
"2010","Estonia","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.40"
"2010","Estonia","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.58"
"2010","Estonia","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.23"
"2010","Estonia","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.47"
"2010","Estonia","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","5.40"
"2010","Estonia","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.28"
"2010","Estonia","Total public expenditure on education as % of total public expenditure, for all levels of education combined","13.96"
"2010","Estonia","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","13.27"
"2010","Estonia","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.69"
"2010","Estonia","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.41"
"2010","Estonia","Total public expenditure on education as % of gross national income, for all levels of education combined","6.02"
"2010","Ireland","Total public expenditure on education as % of GDP, for all levels of education combined","6.41"
"2010","Ireland","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","2.26"
"2010","Ireland","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.62"
"2010","Ireland","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.42"
"2010","Ireland","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.10"
"2010","Ireland","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","5.86"
"2010","Ireland","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.54"
"2010","Ireland","Total public expenditure on education as % of total public expenditure, for all levels of education combined","9.78"
"2010","Ireland","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","8.95"
"2010","Ireland","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.83"
"2010","Ireland","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.48"
"2010","Ireland","Total public expenditure on education as % of gross national income, for all levels of education combined","7.62"
"2010","Greece","Total public expenditure on education as % of GDP, for all levels of education combined",":"
"2010","Greece","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)",":"
"2010","Greece","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)",":"
"2010","Greece","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)",":"
"2010","Greece","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level",":"
"2010","Greece","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined",":"
"2010","Greece","Public subsidies to the private sector as % of GDP, for all levels of education combined",":"
"2010","Greece","Total public expenditure on education as % of total public expenditure, for all levels of education combined",":"
"2010","Greece","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined",":"
"2010","Greece","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined",":"
"2010","Greece","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined",":"
"2010","Greece","Total public expenditure on education as % of gross national income, for all levels of education combined",":"
"2010","Spain","Total public expenditure on education as % of GDP, for all levels of education combined","4.98"
"2010","Spain","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.27"
"2010","Spain","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","1.84"
"2010","Spain","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.17"
"2010","Spain","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.70"
"2010","Spain","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.79"
"2010","Spain","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.19"
"2010","Spain","Total public expenditure on education as % of total public expenditure, for all levels of education combined","10.76"
"2010","Spain","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","10.34"
"2010","Spain","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.42"
"2010","Spain","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.82"
"2010","Spain","Total public expenditure on education as % of gross national income, for all levels of education combined","5.05"
"2010","France","Total public expenditure on education as % of GDP, for all levels of education combined","5.86"
"2010","France","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.20"
"2010","France","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.66"
"2010","France","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.33"
"2010","France","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.68"
"2010","France","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","5.64"
"2010","France","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.22"
"2010","France","Total public expenditure on education as % of total public expenditure, for all levels of education combined","10.37"
"2010","France","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","9.98"
"2010","France","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.39"
"2010","France","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.64"
"2010","France","Total public expenditure on education as % of gross national income, for all levels of education combined","5.75"
"2010","Croatia","Total public expenditure on education as % of GDP, for all levels of education combined","4.27"
"2010","Croatia","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.87"
"2010","Croatia","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","0.97"
"2010","Croatia","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","0.78"
"2010","Croatia","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.65"
"2010","Croatia","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.24"
"2010","Croatia","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.03"
"2010","Croatia","Total public expenditure on education as % of total public expenditure, for all levels of education combined",":"
"2010","Croatia","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined",":"
"2010","Croatia","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined",":"
"2010","Croatia","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.26"
"2010","Croatia","Total public expenditure on education as % of gross national income, for all levels of education combined","4.42"
"2010","Italy","Total public expenditure on education as % of GDP, for all levels of education combined","4.50"
"2010","Italy","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.12"
"2010","Italy","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.08"
"2010","Italy","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","0.84"
"2010","Italy","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.45"
"2010","Italy","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.19"
"2010","Italy","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.31"
